1.0,199
2.0,199
3.0,199
4.0,199
5.0,199
6.0,199
7.0,199
8.0,199
9.0,199
10.0,199
11.0,199
12.0,199
13.0,199
14.0,199
15.0,199
16.0,199
17.0,199
18.0,199
19.0,199
20.0,199
21.0,199
22.0,199
23.0,199
24.0,199
25.0,199
26.0,199
27.0,199
28.0,199
29.0,199
30.0,199
31.0,199
32.0,199
33.0,199
34.0,199
35.0,199
36.0,199
37.0,199
38.0,199
39.0,199
40.0,199
41.0,199
42.0,199
43.0,199
44.0,199
45.0,199
46.0,199
47.0,199
48.0,199
49.0,199
50.0,199
51.0,199
52.0,199
53.0,199
54.0,199
55.0,199
56.0,199
57.0,199
58.0,199
59.0,199
60.0,199
61.0,199
62.0,199
63.0,199
64.0,199
65.0,199
66.0,199
67.0,199
68.0,199
69.0,199
70.0,199
71.0,199
72.0,199
73.0,199
74.0,199
75.0,199
76.0,199
77.0,199
78.0,199
79.0,199
80.0,199
81.0,199
82.0,199
83.0,199
84.0,199
85.0,199
86.0,199
87.0,199
88.0,199
89.0,199
90.0,199
91.0,199
92.0,199
93.0,199
94.0,199
95.0,199
96.0,199
97.0,199
98.0,199
99.0,199
